회사명,거래소코드,회계년도,영업손익,당기순이익,매출액
(주)CMG제약,58820,2011/12,640283.0,-1508282.0,17751704.0
(주)CMG제약,58820,2012/12,-4205503.0,-6660149.0,16255389.0
(주)CMG제약,58820,2013/12,791250.0,296181.0,20402140.0
(주)CMG제약,58820,2014/12,442322.0,158039.0,22752584.0
(주)CMG제약,58820,2015/12,-2572168.0,-3650091.0,27041894.0
(주)CMG제약,58820,2016/12,1730753.0,1727895.0,32969825.0
(주)CMG제약,58820,2017/12,1558607.0,2834901.0,41535588.0
(주)CMG제약,58820,2018/12,2567820.0,6065026.0,49864782.0
(주)CMG제약,58820,2019/12,2603774.0,3051177.0,58622681.0
(주)CMG제약,58820,2020/12,1822365.0,214996.0,64459891.0
(주)DB하이텍,990,2011/12,-43150444.0,-97946584.0,552216245.0
(주)DB하이텍,990,2012/12,-15621631.0,-31341318.0,590786488.0
(주)DB하이텍,990,2013/12,-9610612.0,-83046768.0,493752028.0
(주)DB하이텍,990,2014/12,45560248.0,-77008844.0,567718224.0
(주)DB하이텍,990,2015/12,124968815.0,126733352.0,666594987.0
(주)DB하이텍,990,2016/12,172427930.0,88344018.0,773140180.0
(주)DB하이텍,990,2017/12,143195168.0,110175089.0,679737744.0
(주)DB하이텍,990,2018/12,112993143.0,86828768.0,669279136.0
(주)DB하이텍,990,2019/12,181292188.0,104637012.0,807416423.0
(주)DB하이텍,990,2020/12,239335181.0,166025591.0,935919766.0
(주)ES큐브,50120,2011/12,-3650245.0,-4796438.0,53379952.0
(주)ES큐브,50120,2012/12,89337.0,-359216.0,55971147.0
(주)ES큐브,50120,2013/12,-1164611.0,-16455910.0,58597361.0
(주)ES큐브,50120,2014/12,171090.0,-615409.0,44459581.0
(주)ES큐브,50120,2015/12,-4060426.0,-2307159.0,42152967.0
(주)ES큐브,50120,2016/12,2161041.0,21541047.0,34289385.0
(주)ES큐브,50120,2017/12,2248520.0,1737925.0,35745794.0
(주)ES큐브,50120,2018/12,-1211129.0,-6121462.0,33763508.0
(주)ES큐브,50120,2019/12,-2617071.0,-13767748.0,43708239.0
(주)ES큐브,50120,2020/12,10315988.0,-25292140.0,80672425.0
(주)HJ중공업,97230,2011/12,107974000.0,-96920000.0,2891499000.0
(주)HJ중공업,97230,2012/12,52914000.0,-53214000.0,2549319000.0
(주)HJ중공업,97230,2013/12,-69574000.0,-190193000.0,2529341000.0
(주)HJ중공업,97230,2014/12,-144988000.0,-299811000.0,2520325000.0
(주)HJ중공업,97230,2015/12,-79370000.0,-260925000.0,3115473000.0
(주)HJ중공업,97230,2016/12,-79319000.0,-334446000.0,2813271000.0
(주)HJ중공업,97230,2017/12,-116693000.0,-277978000.0,2452314000.0
(주)HJ중공업,97230,2018/12,61676000.0,-1283647000.0,1697869000.0
(주)HJ중공업,97230,2019/12,83839000.0,306169000.0,1628751000.0
(주)HJ중공업,97230,2020/12,51629000.0,78346000.0,1695815000.0
(주)MH에탄올,23150,2011/12,603258.0,-4357312.0,44785159.0
(주)MH에탄올,23150,2012/12,5451733.0,287369.0,59768175.0
(주)MH에탄올,23150,2013/12,3009741.0,7028234.0,62199887.0
(주)MH에탄올,23150,2014/12,8744851.0,-203193.0,48983781.0
(주)MH에탄올,23150,2015/12,11092013.0,7778593.0,50386203.0
(주)MH에탄올,23150,2016/12,11874476.0,8144684.0,48897025.0
(주)MH에탄올,23150,2017/12,8116711.0,4308068.0,51977132.0
(주)MH에탄올,23150,2018/12,1228204.0,-12033428.0,72795863.0
(주)MH에탄올,23150,2019/12,7829103.0,-7552043.0,80879342.0
(주)MH에탄올,23150,2020/12,15781923.0,3802823.0,94645239.0
(주)SH에너지화학,2360,2011/12,4165988.0,1800972.0,173209351.0
(주)SH에너지화학,2360,2012/12,2183184.0,210854.0,193950102.0
(주)SH에너지화학,2360,2013/12,6424227.0,4606872.0,231912218.0
(주)SH에너지화학,2360,2014/12,21271907.0,16733050.0,230912587.0
(주)SH에너지화학,2360,2015/12,22950175.0,12590617.0,216441364.0
(주)SH에너지화학,2360,2016/12,24101160.0,18028878.0,218397677.0
(주)SH에너지화학,2360,2017/12,14181936.0,9879057.0,188114822.0
(주)SH에너지화학,2360,2018/12,2100669.0,2033570.0,183598766.0
(주)SH에너지화학,2360,2019/12,-3131128.0,-3090151.0,140852575.0
(주)SH에너지화학,2360,2020/12,-7851791.0,-6945600.0,93584262.0
(주)SIMPAC,9160,2011/12,27346333.0,24976613.0,215365697.0
(주)SIMPAC,9160,2012/12,25191277.0,19285856.0,225353321.0
(주)SIMPAC,9160,2013/12,23599349.0,20043596.0,205751154.0
(주)SIMPAC,9160,2014/12,17341900.0,14312319.0,263152264.0
(주)SIMPAC,9160,2015/12,21241031.0,16449973.0,269528038.0
(주)SIMPAC,9160,2016/12,23566192.0,16183843.0,267074156.0
(주)SIMPAC,9160,2017/12,11697915.0,12895699.0,230634812.0
(주)SIMPAC,9160,2018/12,10190572.0,69198558.0,306150809.0
(주)SIMPAC,9160,2019/12,11141319.0,9487516.0,430085162.0
(주)SIMPAC,9160,2020/12,7787378.0,34139484.0,365863303.0
(주)SNT에너지,100840,2011/12,-6597216.0,-4155767.0,195318747.0
(주)SNT에너지,100840,2012/12,15132783.0,9087721.0,230707564.0
(주)SNT에너지,100840,2013/12,16804410.0,16189688.0,200750984.0
(주)SNT에너지,100840,2014/12,13777651.0,11264253.0,242746888.0
(주)SNT에너지,100840,2015/12,33918033.0,27029932.0,260094045.0
(주)SNT에너지,100840,2016/12,1195144.0,1659742.0,254089906.0
(주)SNT에너지,100840,2017/12,19201911.0,4581777.0,184091945.0
(주)SNT에너지,100840,2018/12,-1892191.0,1825479.0,139516396.0
(주)SNT에너지,100840,2019/12,17473548.0,15452273.0,213326726.0
(주)SNT에너지,100840,2020/12,23125971.0,9787541.0,237399736.0
(주)SNT홀딩스,36530,2011/12,120504644.0,87196578.0,1663846065.0
(주)SNT홀딩스,36530,2012/12,85693573.0,63253909.0,1668749904.0
(주)SNT홀딩스,36530,2013/12,84798090.0,53763061.0,1576368464.0
(주)SNT홀딩스,36530,2014/12,65504975.0,66985248.0,1552374806.0
(주)SNT홀딩스,36530,2015/12,161533664.0,116419931.0,1612746929.0
(주)SNT홀딩스,36530,2016/12,72283066.0,10146568.0,1537700275.0
(주)SNT홀딩스,36530,2017/12,60637139.0,25863066.0,1508152132.0
(주)SNT홀딩스,36530,2018/12,72650119.0,73732317.0,1401307482.0
(주)SNT홀딩스,36530,2019/12,126277061.0,124509305.0,1512114565.0
(주)SNT홀딩스,36530,2020/12,127086173.0,77889420.0,1435754699.0
(주)STX,11810,2011/12,234608000.0,222363000.0,5967701000.0
(주)STX,11810,2012/12,-410811000.0,-490928000.0,6159850000.0
(주)STX,11810,2013/12,-961776000.0,-1595630000.0,2449401000.0
(주)STX,11810,2014/12,35691000.0,380584000.0,1634606000.0
(주)STX,11810,2015/12,-34170000.0,-48982000.0,1630827000.0
(주)STX,11810,2016/12,-34169000.0,-457446000.0,1720153000.0
(주)STX,11810,2017/12,44053000.0,334386000.0,1803878000.0
(주)STX,11810,2018/12,-14778000.0,9107000.0,1502985000.0
(주)STX,11810,2019/12,1748000.0,-33218000.0,1471164000.0
(주)STX,11810,2020/12,-493000.0,-20448000.0,975567000.0
(주)TCC스틸,2710,2011/12,11421367.0,4557868.0,514424043.0
(주)TCC스틸,2710,2012/12,5933944.0,124581.0,501337475.0
(주)TCC스틸,2710,2013/12,-7745721.0,-19955830.0,500832754.0
(주)TCC스틸,2710,2014/12,344471.0,-15813610.0,518995240.0
(주)TCC스틸,2710,2015/12,15855157.0,-110218983.0,495795871.0
(주)TCC스틸,2710,2016/12,15351135.0,16948843.0,444453635.0
(주)TCC스틸,2710,2017/12,8106455.0,1503708.0,391370092.0
(주)TCC스틸,2710,2018/12,17080602.0,9755131.0,413176279.0
(주)TCC스틸,2710,2019/12,12856170.0,5037267.0,437173902.0
(주)TCC스틸,2710,2020/12,970928.0,-1687460.0,431797912.0
(주)가비아,79940,2011/12,8180883.0,7014899.0,52838864.0
(주)가비아,79940,2012/12,7619962.0,9419144.0,69058144.0
(주)가비아,79940,2013/12,7033504.0,9505713.0,70675565.0
(주)가비아,79940,2014/12,8382688.0,6752737.0,80432047.0
(주)가비아,79940,2015/12,11349094.0,8530281.0,91648622.0
(주)가비아,79940,2016/12,12549259.0,10177685.0,102178978.0
(주)가비아,79940,2017/12,12712157.0,9669613.0,116217941.0
(주)가비아,79940,2018/12,18188449.0,15340647.0,128728438.0
(주)가비아,79940,2019/12,23736596.0,21102390.0,148306878.0
(주)가비아,79940,2020/12,28545232.0,23751739.0,169044955.0
(주)가온칩스,399720,2018/12,,,
(주)가온칩스,399720,2019/12,,,
(주)가온칩스,399720,2020/12,1973589.0,1851742.0,17098306.0
(주)강스템바이오텍,217730,2013/12,,,
(주)강스템바이오텍,217730,2014/12,,,
(주)강스템바이오텍,217730,2015/12,-5125200.0,-5754141.0,1484593.0
(주)강스템바이오텍,217730,2016/12,-9117541.0,-8300375.0,842805.0
(주)강스템바이오텍,217730,2017/12,-11737865.0,-11531949.0,9132939.0
(주)강스템바이오텍,217730,2018/12,-11693969.0,-14294032.0,9165454.0
(주)강스템바이오텍,217730,2019/12,-23153708.0,-26394472.0,6004584.0
(주)강스템바이오텍,217730,2020/12,-18725365.0,-19745799.0,9137898.0
(주)강원랜드,35250,2011/12,488541474.0,381175313.0,1265686425.0
(주)강원랜드,35250,2012/12,404867665.0,306228988.0,1296191223.0
(주)강원랜드,35250,2013/12,388041305.0,297596347.0,1361286598.0
(주)강원랜드,35250,2014/12,513172053.0,359348568.0,1496541441.0
(주)강원랜드,35250,2015/12,595400402.0,441629101.0,1633716839.0
(주)강원랜드,35250,2016/12,618616288.0,454533659.0,1696532511.0
(주)강원랜드,35250,2017/12,530897334.0,437540507.0,1604470055.0
(주)강원랜드,35250,2018/12,430699991.0,297236881.0,1438059299.0
(주)강원랜드,35250,2019/12,501153152.0,334653892.0,1520080449.0
(주)강원랜드,35250,2020/12,-431583874.0,-275879104.0,478578866.0
(주)강원에너지,114190,2011/11,6590008.0,5754715.0,50222892.0
(주)강원에너지,114190,2012/12,11611165.0,8974549.0,106471214.0
(주)강원에너지,114190,2013/12,3234230.0,3922208.0,50660659.0
(주)강원에너지,114190,2014/12,1626297.0,1123194.0,51481321.0
(주)강원에너지,114190,2015/12,447206.0,102482.0,46188664.0
(주)강원에너지,114190,2016/12,-1311190.0,-1125371.0,42287473.0
(주)강원에너지,114190,2017/12,-5588512.0,-6451819.0,82034829.0
(주)강원에너지,114190,2018/12,341329.0,1708887.0,85905365.0
(주)강원에너지,114190,2019/12,-17175963.0,-35647438.0,42549622.0
(주)강원에너지,114190,2020/12,-9226308.0,-12874763.0,38345166.0
(주)갤럭시아에스엠,11420,2011/12,5164839.0,2909464.0,47331427.0
(주)갤럭시아에스엠,11420,2012/12,2074371.0,389023.0,55049732.0
(주)갤럭시아에스엠,11420,2013/12,747160.0,-1736750.0,46437304.0
(주)갤럭시아에스엠,11420,2014/12,-423280.0,-255270.0,43885894.0
(주)갤럭시아에스엠,11420,2015/12,2101041.0,1863773.0,62472754.0
(주)갤럭시아에스엠,11420,2016/12,-3713866.0,-1562620.0,52626331.0
(주)갤럭시아에스엠,11420,2017/12,-3545768.0,-5899738.0,37281280.0
(주)갤럭시아에스엠,11420,2018/12,-10337846.0,-16003255.0,22060413.0
(주)갤럭시아에스엠,11420,2019/12,-456437.0,-1375316.0,28732679.0
(주)갤럭시아에스엠,11420,2020/12,1375120.0,983909.0,19539594.0
(주)경농,2100,2011/12,7676752.0,509664.0,121253605.0
(주)경농,2100,2012/12,12731056.0,10310339.0,136970449.0
(주)경농,2100,2013/12,18783505.0,13950249.0,196358952.0
(주)경농,2100,2014/12,14653846.0,7099305.0,188483147.0
(주)경농,2100,2015/12,12111543.0,6980392.0,196418710.0
(주)경농,2100,2016/12,9168484.0,6365805.0,203984939.0
(주)경농,2100,2017/12,8447803.0,10079442.0,206534382.0
(주)경농,2100,2018/12,14769793.0,4878426.0,212654617.0
(주)경농,2100,2019/12,8690743.0,4014664.0,227510941.0
(주)경농,2100,2020/12,14281977.0,13294936.0,248295524.0
(주)경동나비엔,9450,2011/12,12421333.0,9467023.0,341246917.0
(주)경동나비엔,9450,2012/12,13925116.0,9169965.0,379014259.0
(주)경동나비엔,9450,2013/12,19784395.0,11129597.0,414177562.0
(주)경동나비엔,9450,2014/12,13464776.0,9380054.0,428985365.0
(주)경동나비엔,9450,2015/12,24222981.0,16752000.0,512031120.0
(주)경동나비엔,9450,2016/12,45831937.0,37469924.0,583252904.0
(주)경동나비엔,9450,2017/12,47757034.0,27019124.0,684660958.0
(주)경동나비엔,9450,2018/12,40802217.0,24748538.0,726741615.0
(주)경동나비엔,9450,2019/12,44824995.0,27852090.0,774290704.0
(주)경동나비엔,9450,2020/12,67099323.0,41637325.0,873409019.0
(주)경동도시가스,267290,2017/12,21664503.0,17798556.0,871548284.0
(주)경동도시가스,267290,2018/12,42657143.0,34164798.0,1606531867.0
(주)경동도시가스,267290,2019/12,28055130.0,24638348.0,1422707835.0
(주)경동도시가스,267290,2020/12,18135395.0,19017069.0,1086830628.0
(주)경동인베스트,12320,2011/12,35856991.0,30327559.0,1847666903.0
(주)경동인베스트,12320,2012/12,49896945.0,42879202.0,2502642394.0
(주)경동인베스트,12320,2013/12,50540286.0,49841905.0,2788264380.0
(주)경동인베스트,12320,2014/12,47933045.0,75930406.0,2603059058.0
(주)경동인베스트,12320,2015/12,-13298185.0,-21251390.0,1604168482.0
(주)경동인베스트,12320,2016/12,28667528.0,19132415.0,1181902637.0
(주)경동인베스트,12320,2017/12,36380462.0,51930860.0,195069859.0
(주)경동인베스트,12320,2018/12,39212613.0,29827973.0,228644016.0
(주)경동인베스트,12320,2019/12,21959506.0,8856009.0,271765025.0
(주)경동인베스트,12320,2020/12,19465612.0,16483709.0,310532988.0
(주)경방,50,2011/12,22188217.0,-1131177.0,348136369.0
(주)경방,50,2012/12,7253943.0,-7910168.0,333620804.0
(주)경방,50,2013/12,36031739.0,14574395.0,347189559.0
(주)경방,50,2014/12,30618157.0,11488471.0,329036023.0
(주)경방,50,2015/12,38961511.0,16692163.0,357628146.0
(주)경방,50,2016/12,43436569.0,29474988.0,377445013.0
(주)경방,50,2017/12,42309232.0,25315361.0,360788750.0
(주)경방,50,2018/12,40979751.0,20189241.0,351438926.0
(주)경방,50,2019/12,32020530.0,43621631.0,343892085.0
(주)경방,50,2020/12,21853997.0,13025703.0,329224741.0
(주)경보제약,214390,2011/12,,,
(주)경보제약,214390,2012/12,,,
(주)경보제약,214390,2013/12,26213776.0,18024925.0,162218140.0
(주)경보제약,214390,2014/12,27668563.0,8635954.0,169781246.0
(주)경보제약,214390,2015/12,25632335.0,26109623.0,178032632.0
(주)경보제약,214390,2016/12,15594227.0,12705930.0,186726170.0
(주)경보제약,214390,2017/12,24586649.0,17963310.0,191661374.0
(주)경보제약,214390,2018/12,17266575.0,13116049.0,201343596.0
(주)경보제약,214390,2019/12,6194073.0,5285239.0,191706189.0
(주)경보제약,214390,2020/12,8661432.0,9404446.0,215285095.0
(주)경인양행,12610,2011/12,6353143.0,2886360.0,233095049.0
(주)경인양행,12610,2012/12,3641265.0,2093491.0,218604655.0
(주)경인양행,12610,2013/12,11145943.0,10215710.0,260808400.0
(주)경인양행,12610,2014/12,14093166.0,10148247.0,277181095.0
(주)경인양행,12610,2015/12,6718134.0,3670895.0,263163677.0
(주)경인양행,12610,2016/12,10577181.0,6837522.0,274873817.0
(주)경인양행,12610,2017/12,7364797.0,4779249.0,299987729.0
(주)경인양행,12610,2018/12,19691167.0,13801882.0,331102011.0
(주)경인양행,12610,2019/12,23555055.0,16372880.0,358802386.0
(주)경인양행,12610,2020/12,3369847.0,-7581553.0,329312078.0
(주)고려시멘트,198440,2014/12,,,
(주)고려시멘트,198440,2015/12,,,
(주)고려시멘트,198440,2016/12,,,
(주)고려시멘트,198440,2017/12,3017621.0,1003761.0,87660276.0
(주)고려시멘트,198440,2018/12,3837563.0,4645869.0,85775723.0
(주)고려시멘트,198440,2019/12,-459627.0,3396444.0,70921781.0
(주)고려시멘트,198440,2020/12,4280746.0,4445204.0,70182711.0
(주)고바이오랩,348150,2019/12,-7351899.0,-44066665.0,576519.0
(주)고바이오랩,348150,2020/12,-12344974.0,-55072387.0,4591485.0
(주)고영테크놀러지,98460,2011/12,18820907.0,15634438.0,86130810.0
(주)고영테크놀러지,98460,2012/12,21443286.0,15221925.0,107841666.0
(주)고영테크놀러지,98460,2013/12,16773438.0,13933294.0,111902729.0
(주)고영테크놀러지,98460,2014/12,28155311.0,22111066.0,142840131.0
(주)고영테크놀러지,98460,2015/12,23449593.0,23530903.0,145904431.0
(주)고영테크놀러지,98460,2016/12,33184488.0,29723733.0,171793841.0
(주)고영테크놀러지,98460,2017/12,43748905.0,26734105.0,203368626.0
(주)고영테크놀러지,98460,2018/12,45983316.0,42309672.0,238208865.0
(주)고영테크놀러지,98460,2019/12,33331312.0,29559680.0,222057035.0
(주)고영테크놀러지,98460,2020/12,15842903.0,9161038.0,179545134.0
(주)골드앤에스,35290,2011/12,1295340.0,1002287.0,47522791.0
(주)골드앤에스,35290,2012/12,-2330876.0,-6467495.0,43889087.0
(주)골드앤에스,35290,2013/12,-6493110.0,-16837473.0,39548810.0
(주)골드앤에스,35290,2014/12,-3079598.0,-9319175.0,31287203.0
(주)골드앤에스,35290,2015/12,1143768.0,-9502547.0,22197935.0
(주)골드앤에스,35290,2016/12,402070.0,390367.0,15893494.0
(주)골드앤에스,35290,2017/12,-3694041.0,-7975875.0,12802035.0
(주)골드앤에스,35290,2018/12,-4667030.0,-4380399.0,8680452.0
(주)골드앤에스,35290,2019/12,-7142117.0,-24883278.0,7642733.0
(주)골드앤에스,35290,2020/12,-2343112.0,1635730.0,4138760.0
(주)골드퍼시픽,38530,2011/12,1726132.0,990336.0,11236925.0
(주)골드퍼시픽,38530,2012/12,726901.0,254546.0,10491048.0
(주)골드퍼시픽,38530,2013/12,-6137582.0,-9381353.0,7167832.0
(주)골드퍼시픽,38530,2014/12,-5819314.0,-7390326.0,16486257.0
(주)골드퍼시픽,38530,2015/12,-8243124.0,-10215946.0,18635305.0
(주)골드퍼시픽,38530,2016/12,-8525119.0,-23433498.0,9588100.0
(주)골드퍼시픽,38530,2017/12,937598.0,-965087.0,5031439.0
(주)골드퍼시픽,38530,2018/12,-904003.0,-4471963.0,5708281.0
(주)골드퍼시픽,38530,2019/12,-3421041.0,-31603970.0,11323125.0
(주)골드퍼시픽,38530,2020/12,684966.0,-1498118.0,14335385.0
(주)골프존,215000,2015/12,49582444.0,36533155.0,201560389.0
(주)골프존,215000,2016/12,45442469.0,36536248.0,216964342.0
(주)골프존,215000,2017/12,37457577.0,79392004.0,200105321.0
(주)골프존,215000,2018/12,28160266.0,20419449.0,198705194.0
(주)골프존,215000,2019/12,32297494.0,16213888.0,247018099.0
(주)골프존,215000,2020/12,51572914.0,37497361.0,298524085.0
(주)골프존뉴딘홀딩스,121440,2011/12,54442032.0,46487063.0,215793737.0
(주)골프존뉴딘홀딩스,121440,2012/12,69002648.0,73354594.0,289629366.0
(주)골프존뉴딘홀딩스,121440,2013/12,80489158.0,2803470.0,365126358.0
(주)골프존뉴딘홀딩스,121440,2014/12,102393717.0,79234486.0,429589619.0
(주)골프존뉴딘홀딩스,121440,2015/12,-9349582.0,871101274.0,164536448.0
(주)골프존뉴딘홀딩스,121440,2016/12,37005985.0,2876449.0,243275475.0
(주)골프존뉴딘홀딩스,121440,2017/12,18422625.0,-21585123.0,213756902.0
(주)골프존뉴딘홀딩스,121440,2018/12,1114231.0,-7527390.0,223036801.0
(주)골프존뉴딘홀딩스,121440,2019/12,-3625436.0,-34848135.0,228935651.0
(주)골프존뉴딘홀딩스,121440,2020/12,29999994.0,28481672.0,292025578.0
(주)공구우먼,366030,2017/12,,,
(주)공구우먼,366030,2018/12,,,
(주)공구우먼,366030,2019/12,,,
(주)공구우먼,366030,2020/12,5379170.0,4345851.0,32683411.0
(주)광림,14200,2011/12,5263609.0,2583332.0,106495363.0
(주)광림,14200,2012/12,1321582.0,586385.0,85322569.0
(주)광림,14200,2013/12,3310917.0,1630750.0,103442134.0
(주)광림,14200,2014/12,2185491.0,-237860.0,231446314.0
(주)광림,14200,2015/12,1326666.0,9223597.0,237222890.0
(주)광림,14200,2016/12,171774.0,-1896521.0,87302967.0
(주)광림,14200,2017/12,-12369550.0,-23602051.0,135191558.0
(주)광림,14200,2018/12,-1044494.0,-28445678.0,136595300.0
(주)광림,14200,2019/12,-10983157.0,-14006972.0,145864184.0
(주)광림,14200,2020/12,8844914.0,-23823893.0,161220310.0
(주)광명전기,17040,2011/12,496117.0,-1825104.0,92382628.0
(주)광명전기,17040,2012/12,4187750.0,407617.0,117216514.0
(주)광명전기,17040,2013/12,10781483.0,6473480.0,117852824.0
(주)광명전기,17040,2014/12,12461662.0,9107331.0,134778387.0
(주)광명전기,17040,2015/12,9342095.0,8891002.0,116316957.0
(주)광명전기,17040,2016/12,3616733.0,11593891.0,96942911.0
(주)광명전기,17040,2017/12,2197753.0,-2043260.0,101561159.0
(주)광명전기,17040,2018/12,3257516.0,2718092.0,114110654.0
(주)광명전기,17040,2019/12,7985837.0,7118200.0,131864294.0
(주)광명전기,17040,2020/12,4237433.0,4529827.0,123548325.0
(주)광무,29480,2011/12,-13535610.0,-50127229.0,51755052.0
(주)광무,29480,2012/12,-5776949.0,-10689029.0,41178683.0
(주)광무,29480,2013/12,-13904969.0,-28721377.0,20534276.0
(주)광무,29480,2014/12,1422352.0,-859721.0,38409667.0
(주)광무,29480,2015/12,-620363.0,-2727754.0,17648493.0
(주)광무,29480,2016/12,1294011.0,95615.0,26429957.0
(주)광무,29480,2017/12,199525.0,-3352682.0,21540953.0
(주)광무,29480,2018/12,-1335245.0,-5120760.0,23074941.0
(주)광무,29480,2019/12,-3012624.0,-6421201.0,36483979.0
(주)광무,29480,2020/12,-3573279.0,-19325974.0,25175823.0
(주)광주신세계,37710,2011/12,58896505.0,52281979.0,219613514.0
(주)광주신세계,37710,2012/12,58185712.0,53769536.0,213803173.0
(주)광주신세계,37710,2013/12,55981723.0,48569715.0,206606675.0
(주)광주신세계,37710,2014/12,51835640.0,42236355.0,204820461.0
(주)광주신세계,37710,2015/12,54772399.0,45901413.0,205331892.0
(주)광주신세계,37710,2016/12,56047368.0,45554028.0,210423594.0
(주)광주신세계,37710,2017/12,56289748.0,47846191.0,209647360.0
(주)광주신세계,37710,2018/12,50068808.0,45093180.0,135213362.0
(주)광주신세계,37710,2019/12,55102645.0,47668959.0,154879496.0
(주)광주신세계,37710,2020/12,48310490.0,43159504.0,147508454.0
(주)구영테크,53270,2011/12,5159050.0,-647883.0,147832315.0
(주)구영테크,53270,2012/12,7488049.0,1633009.0,155788988.0
(주)구영테크,53270,2013/12,7492265.0,2179847.0,172747316.0
(주)구영테크,53270,2014/12,5438229.0,2236588.0,170528694.0
(주)구영테크,53270,2015/12,6145428.0,4158785.0,172083049.0
(주)구영테크,53270,2016/12,4337719.0,2542450.0,148301597.0
(주)구영테크,53270,2017/12,5691336.0,1357296.0,149833357.0
(주)구영테크,53270,2018/12,5378869.0,5920905.0,195238339.0
(주)구영테크,53270,2019/12,5239175.0,3387486.0,230853336.0
(주)구영테크,53270,2020/12,2938642.0,727487.0,196660508.0
(주)국동,5320,2011/12,1137580.0,-7212195.0,154293577.0
(주)국동,5320,2012/12,6792926.0,5142066.0,138172746.0
(주)국동,5320,2013/12,5522012.0,4009323.0,147860227.0
(주)국동,5320,2014/12,10149086.0,8898694.0,186086561.0
(주)국동,5320,2015/12,8655834.0,5235608.0,170296068.0
(주)국동,5320,2016/12,10563534.0,6208749.0,197368723.0
(주)국동,5320,2017/12,-5856432.0,-8967738.0,191602989.0
(주)국동,5320,2018/12,5762204.0,2111761.0,219550054.0
(주)국동,5320,2019/12,-4249136.0,-4523376.0,223077183.0
(주)국동,5320,2020/12,26588643.0,10672756.0,253421044.0
(주)국보,1140,2011/12,1737608.0,-37903.0,130636214.0
(주)국보,1140,2012/12,1365801.0,-874559.0,122343037.0
(주)국보,1140,2013/12,731017.0,-3846673.0,117073443.0
(주)국보,1140,2014/12,-2409123.0,-6999514.0,97520169.0
(주)국보,1140,2015/12,-2462368.0,-4043773.0,91618545.0
(주)국보,1140,2016/12,204105.0,-4187272.0,87333326.0
(주)국보,1140,2017/12,-3934059.0,-2889794.0,78255522.0
(주)국보,1140,2018/12,-5293766.0,-3999572.0,71549828.0
(주)국보,1140,2019/12,-968491.0,-6676274.0,89087334.0
(주)국보,1140,2020/12,-10803222.0,-20527205.0,109928741.0
(주)국보디자인,66620,2011/12,8573206.0,6055732.0,130689686.0
(주)국보디자인,66620,2012/12,10501258.0,8281324.0,119402993.0
(주)국보디자인,66620,2013/12,11767773.0,10935895.0,163518536.0
(주)국보디자인,66620,2014/12,13346472.0,10942079.0,176373907.0
(주)국보디자인,66620,2015/12,12789435.0,10768050.0,192608497.0
(주)국보디자인,66620,2016/12,10516456.0,10738135.0,201410031.0
(주)국보디자인,66620,2017/12,23215727.0,13340935.0,270658405.0
(주)국보디자인,66620,2018/12,16463397.0,13872876.0,254259835.0
(주)국보디자인,66620,2019/12,11557298.0,15942956.0,269005976.0
(주)국보디자인,66620,2020/12,25743067.0,20099538.0,288138989.0
(주)국순당,43650,2011/12,5344491.0,5264054.0,127686247.0
(주)국순당,43650,2012/12,5650758.0,6185532.0,118697826.0
(주)국순당,43650,2013/12,1441447.0,5742772.0,99173525.0
(주)국순당,43650,2014/12,1082245.0,3463226.0,91863604.0
(주)국순당,43650,2015/12,-8197632.0,-3529405.0,77443124.0
(주)국순당,43650,2016/12,-6487771.0,-2760688.0,69701266.0
(주)국순당,43650,2017/12,-4263332.0,9687855.0,62761236.0
(주)국순당,43650,2018/12,-2994444.0,-2977369.0,61496072.0
(주)국순당,43650,2019/12,-5966921.0,-8269903.0,102095769.0
(주)국순당,43650,2020/12,4581979.0,18661685.0,52947425.0
(주)국영지앤엠,6050,2011/12,-2947683.0,-1752706.0,42569848.0
(주)국영지앤엠,6050,2012/12,-1490604.0,4832440.0,43781593.0
(주)국영지앤엠,6050,2013/12,1332568.0,953338.0,55789778.0
(주)국영지앤엠,6050,2014/12,1587301.0,395531.0,51491847.0
(주)국영지앤엠,6050,2015/12,-1039280.0,-533927.0,40107647.0
(주)국영지앤엠,6050,2016/12,248835.0,385503.0,51456556.0
(주)국영지앤엠,6050,2017/12,1410362.0,1431624.0,62861661.0
(주)국영지앤엠,6050,2018/12,-920018.0,-354808.0,56301480.0
(주)국영지앤엠,6050,2019/12,991045.0,1089819.0,73013468.0
(주)국영지앤엠,6050,2020/12,-2061462.0,-1305459.0,64386056.0
(주)국전약품,307750,2018/12,,,
(주)국전약품,307750,2019/12,,,
(주)국전약품,307750,2020/12,5790480.0,-3316511.0,80623076.0
(주)그래디언트,35080,2011/12,-17906695.0,-12292479.0,428571939.0
(주)그래디언트,35080,2012/12,14020875.0,12756395.0,454225001.0
(주)그래디언트,35080,2013/12,47742962.0,23780984.0,2930521926.0
(주)그래디언트,35080,2014/12,51009616.0,31456346.0,3135027346.0
(주)그래디언트,35080,2015/12,65149099.0,42995247.0,3536848758.0
(주)그래디언트,35080,2016/12,49505493.0,-39011241.0,3845761388.0
(주)그래디언트,35080,2017/12,29816493.0,-63634928.0,3541486629.0
(주)그래디언트,35080,2018/12,19963614.0,-4194664.0,3440906300.0
(주)그래디언트,35080,2019/12,45164129.0,6507368.0,3412333826.0
(주)그래디언트,35080,2020/12,-11151028.0,-25807835.0,3169208084.0
